,loss,accuracy,val_loss,val_accuracy
0,0.40897953510284424,0.8443135619163513,0.2705214023590088,0.9114696383476257
1,0.2129097431898117,0.9255990982055664,0.15764454007148743,0.9489440321922302
2,0.1682654470205307,0.943593442440033,0.10009781271219254,0.9700649380683899
3,0.1336698681116104,0.9557847380638123,0.179735466837883,0.9424580335617065
4,0.10390178859233856,0.9661768078804016,0.11800020188093185,0.9630800485610962
5,0.08805707842111588,0.9716980457305908,0.0990552306175232,0.9713953733444214
6,0.08117929846048355,0.9742191433906555,0.11954061686992645,0.9641887545585632
7,0.06760672479867935,0.9784721732139587,0.07513481378555298,0.9776041507720947
8,0.06071421504020691,0.9809152483940125,0.07358866930007935,0.9778813123703003
9,0.056226443499326706,0.9825453758239746,0.07487501949071884,0.9778813123703003
10,0.05236007645726204,0.9836032390594482,0.08285883814096451,0.9741671085357666
11,0.04769328609108925,0.9848388433456421,0.06417116522789001,0.9803204536437988
12,0.04302568361163139,0.9868353009223938,0.07011093944311142,0.9808194041252136
13,0.04212984815239906,0.9871127605438232,0.06442549079656601,0.982094407081604
14,0.038456760346889496,0.9881641268730164,0.07672189176082611,0.9773269295692444
15,0.03540421277284622,0.9891157746315002,0.05751741677522659,0.9834248423576355
16,0.03508239984512329,0.9892414808273315,0.055588915944099426,0.9844226837158203
17,0.03181416541337967,0.990149736404419,0.06364968419075012,0.9828150868415833
18,0.031495362520217896,0.9903600215911865,0.061296455562114716,0.983203113079071
19,0.028330320492386818,0.991316020488739,0.06901344656944275,0.9812628626823425
20,0.028474459424614906,0.9912726283073425,0.0658891573548317,0.9829259514808655
21,0.0271771177649498,0.9917213916778564,0.06501920521259308,0.9826487302780151
22,0.02506500668823719,0.9921678900718689,0.06240205094218254,0.9839792251586914
23,0.025556905195116997,0.9921700954437256,0.05786323919892311,0.984755277633667
24,0.02362445741891861,0.9926144480705261,0.07193547487258911,0.980985701084137
25,0.02322075515985489,0.9928420782089233,0.06806685030460358,0.9831476807594299
26,0.022157059982419014,0.9932474493980408,0.06197771057486534,0.984256386756897
27,0.02352118119597435,0.9928095936775208,0.059750113636255264,0.9852542281150818
28,0.023330144584178925,0.9927770495414734,0.06081034615635872,0.9840346574783325
29,0.020841531455516815,0.9936376214027405,0.05979607626795769,0.9850879311561584
30,0.02309839054942131,0.9929743409156799,0.06254935264587402,0.9835911393165588
31,0.02118859812617302,0.9935443997383118,0.06181720271706581,0.9838683605194092
32,0.020210808143019676,0.9937785267829895,0.0689062625169754,0.9818172454833984
33,0.020361777395009995,0.9937872290611267,0.06345304846763611,0.9842009544372559
34,0.019749514758586884,0.9937048554420471,0.060353685170412064,0.9852542281150818
35,0.020251384004950523,0.9936181306838989,0.06298847496509552,0.9851987957954407
36,0.019015168771147728,0.9939736127853394,0.06074705347418785,0.9851433634757996
37,0.02053353190422058,0.9936419725418091,0.06294698268175125,0.9853096604347229
38,0.019748419523239136,0.9937742352485657,0.06383251398801804,0.9843118190765381
39,0.01929463818669319,0.9939281344413757,0.06145940348505974,0.984866201877594
40,0.020238934084773064,0.9937157034873962,0.06240738183259964,0.9851987957954407
41,0.020350726321339607,0.9935725927352905,0.059449438005685806,0.9850879311561584
42,0.0187591053545475,0.9941449165344238,0.0555669441819191,0.9860303401947021
43,0.020071253180503845,0.9935574531555176,0.056821856647729874,0.985863983631134
44,0.01993102766573429,0.9935942888259888,0.056623250246047974,0.9866955280303955
45,0.018877282738685608,0.9938240647315979,0.0629875436425209,0.984256386756897
46,0.02024851180613041,0.99356609582901,0.059374790638685226,0.9854205250740051
47,0.020916886627674103,0.9932886362075806,0.05977015942335129,0.9851433634757996
48,0.021035604178905487,0.9932864904403687,0.05711796134710312,0.9860303401947021
49,0.021649321541190147,0.9929482936859131,0.05921922251582146,0.9849770665168762
50,0.0205815602093935,0.9934143424034119,0.05955801159143448,0.984866201877594
51,0.0224014762789011,0.9927423596382141,0.059667497873306274,0.9851987957954407
52,0.022065255790948868,0.9927076697349548,0.06195211783051491,0.9845889806747437
53,0.021329861134290695,0.9928550720214844,0.060362089425325394,0.9848107099533081
54,0.022044826298952103,0.9927272200584412,0.06072842329740524,0.9845889806747437
55,0.022706719115376472,0.9924584031105042,0.05960190296173096,0.985365092754364
56,0.023291749879717827,0.9924172163009644,0.060358624905347824,0.984866201877594
57,0.02140793763101101,0.993000328540802,0.06016629561781883,0.9848107099533081
58,0.024358579888939857,0.9918297529220581,0.060264937579631805,0.984866201877594
59,0.023184625431895256,0.9923955202102661,0.060424741357564926,0.9850324988365173
